2023,Jan,Sun,,Moon,,,Tide,,,,2023,Feb,Sun,,Moon,,,Tide,,,,2023,Mar,Sun,,Moon,,,Tide,,,,2023,Apr,Sun,,Moon,,,Tide,,,,2023,May,Sun,,Moon,,,Tide,,,,2023,Jun,Sun,,Moon,,,Tide,,,,2023,Jul,Sun,,Moon,,,Tide,,,,2023,Aug,Sun,,Moon,,,Tide,,,,2023,Sep,Sun,,Moon,,,Tide,,,,2023,Oct,Sun,,Moon,,,Tide,,,,2023,Nov,Sun,,Moon,,,Tide,,,,2023,Dec,Sun,,Moon,,,Tide,,
,,,,,,,07:37,1.6 m,L,,,,,,,,,08:20,1.1 m,L,,,,,,,,,13:22,2.9 m,H,,,,,,,,,08:09,0.3 m,L,,,,,,,,,09:00,0.2 m,L,,,,,,,,,11:07,0.5 m,L,,,,,,,,,11:31,0.9 m,L,,,,,,,,,12:54,1.7 m,L,,,,,,,,,15:35,1.7 m,L,,,,,,,,,15:48,1.4 m,L,,,,,,,,,09:48,2.8 m,H,,,,,,,,,09:26,2.9 m,H
,,,,,,,13:15,3.0 m,H,,,,,,,,,14:11,2.8 m,H,,,,,,,,,19:39,0.8 m,L,,,,,,,,,15:05,2.5 m,H,,,,,,,,,16:30,2.4 m,H,,,,,,,,,18:09,2.4 m,H,,,,,,,,,17:52,2.5 m,H,,,,,,,,,18:35,2.3 m,H,,,,,,,,,21:16,2.4 m,H,,,,,,,,,21:43,2.5 m,H,,,,,,,,,16:11,0.9 m,L,,,,,,,,,16:05,0.7 m,L
,,,,,,,19:58,0.6 m,L,,,,,,,,,20:28,0.8 m,L,,,12,7.12 am,7.18 pm,11.00 pm,10.31 am,0.84,01:31,2.9 m,H,,,,,,,,,20:15,1.4 m,L,,,,,,,,,21:15,1.6 m,L,,,,,,,,,23:35,1.4 m,L,,,12,7.05 am,7.17 pm,2.16 am,2.43 pm,0.33,00:15,0.9 m,L,,,12,7.05 am,7.15 pm,3.35 am,4.07 pm,0.2,02:07,0.6 m,L,,,12,6.58 am,7.05 pm,4.53 am,5.19 pm,0.1,04:00,0.6 m,L,,,12,6.49 am,6.54 pm,4.59 am,5.19 pm,0.09,04:07,0.8 m,L,,,,,,,,,22:33,2.8 m,H,,,,,,,,,23:15,2.7 m,H
,12,7.12 am,7.15 pm,11.22 pm,11.02 am,0.81,02:54,2.7 m,H,,,12,7.17 am,7.21 pm,NIL,11.46 am,0.7,02:46,2.8 m,H,,,,,,,,,07:56,0.6 m,L,,,12,7.02 am,7.10 pm,NIL,12.09 pm,0.69,02:01,2.9 m,H,,,12,6.56 am,7.07 pm,12.42 am,1.04 pm,0.61,02:46,2.8 m,H,,,12,6.59 am,7.11 pm,2.01 am,2.22 pm,0.41,05:26,2.5 m,H,,,,,,,,,06:37,2.2 m,H,,,,,,,,,10:03,2.1 m,H,,,,,,,,,11:03,2.4 m,H,,,,,,,,,10:31,2.5 m,H,,,12,6.47 am,6.51 pm,5.41 am,5.59 pm,0.03,04:33,1.2 m,L,,,12,6.57 am,7.00 pm,6.01 am,6.23 pm,0.02,04:20,1.6 m,L
,,,,,,,08:13,1.5 m,L,,,,,,,,,08:56,1.0 m,L,,,,,,,,,14:01,2.7 m,H,,,,,,,,,08:58,0.3 m,L,,,,,,,,,10:11,0.3 m,L,,,,,,,,,12:15,0.7 m,L,,,,,,,,,12:33,1.1 m,L,,,,,,,,,14:22,1.7 m,L,,,,,,,,,16:07,1.5 m,L,,,,,,,,,16:13,1.2 m,L,,,,,,,,,10:09,2.9 m,H,,,,,,,,,09:58,3.0 m,H
,,,,,,,13:48,2.9 m,H,,,,,,,,,14:54,2.6 m,H,,,,,,,,,20:00,1.0 m,L,,,,,,,,,16:13,2.3 m,H,,,,,,,,,17:45,2.3 m,H,,,,,,,,,19:00,2.4 m,H,,,,,,,,,18:39,2.4 m,H,,,,,,,,,20:11,2.3 m,H,,,,,,,,,22:00,2.5 m,H,,,,,,,,,22:16,2.7 m,H,,,,,,,,,16:35,0.7 m,L,,,,,,,,,16:35,0.5 m,L
,,,,,,,20:28,0.7 m,L,,,,,,,,,20:54,1.0 m,L,,,13,7.12 am,7.18 pm,11.53 pm,11.20 am,0.75,02:00,2.9 m,H,,,,,,,,,20:56,1.6 m,L,,,,,,,,,22:30,1.7 m,L,,,13,6.59 am,7.11 pm,2.46 am,3.09 pm,0.3,01:00,1.2 m,L,,,13,7.05 am,7.17 pm,3.04 am,3.32 pm,0.24,01:30,0.7 m,L,,,13,7.05 am,7.15 pm,4.28 am,4.59 pm,0.12,03:15,0.5 m,L,,,13,6.58 am,7.05 pm,5.37 am,6.01 pm,0.05,04:33,0.5 m,L,,,13,6.49 am,6.54 pm,5.39 am,5.59 pm,0.04,04:37,0.7 m,L,,,,,,,,,23:11,2.8 m,H,,,13,6.58 am,7.00 pm,7.00 am,7.23 pm,0,00:00,2.8 m,H
,13,7.12 am,7.15 pm,NIL,11.42 am,0.73,03:22,2.7 m,H,,,13,7.17 am,7.21 pm,12.14 am,12.33 pm,0.61,03:18,2.8 m,H,,,,,,,,,08:28,0.6 m,L,,,13,7.02 am,7.10 pm,12.47 am,1.11 pm,0.58,02:45,2.7 m,H,,,13,6.56 am,7.07 pm,1.37 am,1.58 pm,0.49,03:58,2.6 m,H,,,,,,,,,06:58,2.4 m,H,,,,,,,,,08:20,2.1 m,H,,,,,,,,,10:54,2.2 m,H,,,,,,,,,11:20,2.4 m,H,,,,,,,,,10:45,2.6 m,H,,,13,6.48 am,6.51 pm,6.27 am,6.47 pm,0.01,05:00,1.2 m,L,,,,,,,,,04:56,1.7 m,L
,,,,,,,08:48,1.5 m,L,,,,,,,,,09:41,1.0 m,L,,,,,,,,,14:46,2.5 m,H,,,,,,,,,10:05,0.5 m,L,,,,,,,,,11:26,0.5 m,L,,,,,,,,,13:26,0.8 m,L,,,,,,,,,13:43,1.3 m,L,,,,,,,,,15:33,1.6 m,L,,,,,,,,,16:31,1.3 m,L,,,,,,,,,16:39,1.0 m,L,,,,,,,,,10:33,3.0 m,H,,,,,,,,,10:33,3.1 m,H
,,,,,,,14:26,2.8 m,H,,,,,,,,,15:52,2.4 m,H,,,,,,,,,20:26,1.2 m,L,,,,,,,,,17:46,2.1 m,H,,,,,,,,,19:00,2.3 m,H,,,,,,,,,19:45,2.5 m,H,,,,,,,,,19:33,2.5 m,H,,,,,,,,,21:20,2.4 m,H,,,,,,,,,22:33,2.7 m,H,,,,,,,,,22:46,2.8 m,H,,,,,,,,,17:01,0.5 m,L,,,,,,,,,17:11,0.3 m,L
,,,,,,,20:58,0.9 m,L,,,,,,,,,21:28,1.3 m,L,,,14,7.11 am,7.17 pm,NIL,12.15 pm,0.66,02:31,2.8 m,H,,,,,,,,,21:58,1.8 m,L,,,14,6.56 am,7.07 pm,2.28 am,2.49 pm,0.38,00:00,1.7 m,L,,,14,6.59 am,7.11 pm,3.31 am,3.56 pm,0.21,02:11,0.9 m,L,,,14,7.05 am,7.17 pm,3.54 am,4.24 pm,0.16,02:35,0.6 m,L,,,14,7.05 am,7.15 pm,5.19 am,5.49 pm,0.07,04:05,0.4 m,L,,,14,6.57 am,7.04 pm,6.20 am,6.41 pm,0.02,05:03,0.5 m,L,,,14,6.49 am,6.54 pm,6.20 am,6.38 pm,0.01,05:07,0.8 m,L,,,,,,,,,23:50,2.9 m,H,,,14,6.58 am,7.01 pm,8.02 am,8.26 pm,0.01,00:45,2.9 m,H
,14,7.12 am,7.15 pm,12.03 am,12.23 pm,0.64,03:54,2.7 m,H,,,14,7.17 am,7.21 pm,1.04 am,1.25 pm,0.5,03:58,2.7 m,H,,,,,,,,,09:11,0.6 m,L,,,14,7.01 am,7.10 pm,1.48 am,2.11 pm,0.47,03:43,2.5 m,H,,,,,,,,,05:31,2.4 m,H,,,,,,,,,08:24,2.4 m,H,,,,,,,,,09:48,2.2 m,H,,,,,,,,,11:30,2.3 m,H,,,,,,,,,11:33,2.5 m,H,,,,,,,,,10:56,2.8 m,H,,,14,6.48 am,6.51 pm,7.18 am,7.39 pm,0,05:26,1.3 m,L,,,,,,,,,05:37,1.8 m,L
,,,,,,,09:30,1.5 m,L,,,,,,,,,10:46,1.0 m,L,,,,,,,,,15:46,2.3 m,H,,,,,,,,,11:35,0.6 m,L,,,,,,,,,12:50,0.6 m,L,,,,,,,,,14:26,1.0 m,L,,,,,,,,,14:45,1.5 m,L,,,,,,,,,16:15,1.5 m,L,,,,,,,,,17:00,1.1 m,L,,,,,,,,,17:07,0.8 m,L,,,,,,,,,11:00,3.1 m,H,,,,,,,,,11:13,3.2 m,H
,,,,,,,15:13,2.6 m,H,,,,,,,,,17:13,2.2 m,H,,,,,,,,,21:00,1.4 m,L,,,,,,,,,19:41,2.2 m,H,,,,,,,,,20:01,2.4 m,H,,,,,,,,,20:24,2.6 m,H,,,,,,,,,20:30,2.5 m,H,,,,,,,,,22:07,2.6 m,H,,,,,,,,,23:03,2.8 m,H,,,,,,,,,23:16,2.9 m,H,,,,,,,,,17:31,0.4 m,L,,,,,,,,,17:52,0.3 m,L
,,,,,,,21:31,1.0 m,L,,,,,,,,,22:15,1.5 m,L,,,15,7.11 am,7.17 pm,12.51 am,1.13 pm,0.55,03:09,2.7 m,H,,,15,7.01 am,7.10 pm,2.46 am,3.08 pm,0.36,00:01,1.9 m,L,,,15,6.56 am,7.07 pm,3.16 am,3.37 pm,0.27,01:41,1.5 m,L,,,15,7.00 am,7.12 pm,4.18 am,4.45 pm,0.13,03:05,0.7 m,L,,,15,7.05 am,7.17 pm,4.46 am,5.17 pm,0.09,03:30,0.4 m,L,,,15,7.05 am,7.14 pm,6.09 am,6.36 pm,0.03,04:43,0.4 m,L,,,15,6.57 am,7.04 pm,7.01 am,7.21 pm,0,05:31,0.5 m,L,,,15,6.49 am,6.54 pm,7.02 am,7.20 pm,0,05:33,0.8 m,L,,,15,6.48 am,6.51 pm,8.13 am,8.35 pm,0.02,00:33,2.9 m,H,,,15,6.59 am,7.01 pm,9.04 am,9.28 pm,0.04,01:31,2.9 m,H
,15,7.13 am,7.16 pm,12.46 am,1.05 pm,0.54,04:30,2.6 m,H,,,15,7.17 am,7.21 pm,1.59 am,2.22 pm,0.39,04:50,2.6 m,H,,,,,,,,,10:13,0.6 m,L,,,,,,,,,05:18,2.4 m,H,,,,,,,,,07:20,2.4 m,H,,,,,,,,,09:37,2.4 m,H,,,,,,,,,10:48,2.3 m,H,,,,,,,,,11:54,2.4 m,H,,,,,,,,,11:46,2.6 m,H,,,,,,,,,11:15,2.9 m,H,,,,,,,,,05:58,1.5 m,L,,,,,,,,,06:22,1.8 m,L
,,,,,,,10:26,1.4 m,L,,,,,,,,,12:11,0.9 m,L,,,,,,,,,17:15,2.1 m,H,,,,,,,,,13:11,0.6 m,L,,,,,,,,,14:07,0.6 m,L,,,,,,,,,15:18,1.1 m,L,,,,,,,,,15:39,1.5 m,L,,,,,,,,,16:46,1.4 m,L,,,,,,,,,17:30,0.9 m,L,,,,,,,,,17:33,0.6 m,L,,,,,,,,,11:31,3.1 m,H,,,,,,,,,11:54,3.2 m,H
,,,,,,,16:16,2.4 m,H,,,,,,,,,19:45,2.1 m,H,,,,,,,,,21:46,1.7 m,L,,,,,,,,,20:56,2.3 m,H,,,,,,,,,20:45,2.5 m,H,,,,,,,,,21:03,2.6 m,H,,,,,,,,,21:22,2.6 m,H,,,,,,,,,22:45,2.7 m,H,,,,,,,,,23:31,2.9 m,H,,,,,,,,,23:46,2.9 m,H,,,,,,,,,18:05,0.3 m,L,,,,,,,,,18:39,0.2 m,L
,,,,,,,22:15,1.3 m,L,,,,,,,,,23:35,1.8 m,L,,,16,7.11 am,7.17 pm,1.52 am,2.15 pm,0.44,04:00,2.6 m,H,,,16,7.01 am,7.09 pm,3.40 am,4.02 pm,0.25,02:11,1.7 m,L,,,16,6.56 am,7.07 pm,4.02 am,4.24 pm,0.18,02:48,1.2 m,L,,,16,7.00 am,7.12 pm,5.07 am,5.36 pm,0.07,03:50,0.5 m,L,,,16,7.05 am,7.17 pm,5.39 am,6.11 pm,0.04,04:13,0.3 m,L,,,16,7.05 am,7.14 pm,6.55 am,7.20 pm,0.01,05:16,0.3 m,L,,,16,6.57 am,7.04 pm,7.41 am,8.00 pm,0,06:01,0.5 m,L,,,16,6.48 am,6.53 pm,7.46 am,8.05 pm,0.01,06:00,0.9 m,L,,,16,6.48 am,6.51 pm,9.12 am,9.35 pm,0.06,01:20,2.8 m,H,,,16,6.59 am,7.02 pm,10.05 am,10.27 pm,0.09,02:16,2.9 m,H
,16,7.13 am,7.16 pm,1.31 am,1.51 pm,0.44,05:15,2.6 m,H,,,16,7.17 am,7.21 pm,3.00 am,3.24 pm,0.29,05:58,2.5 m,H,,,,,,,,,11:41,0.7 m,L,,,,,,,,,07:39,2.4 m,H,,,,,,,,,08:39,2.5 m,H,,,,,,,,,10:39,2.4 m,H,,,,,,,,,11:33,2.4 m,H,,,,,,,,,12:15,2.4 m,H,,,,,,,,,12:01,2.7 m,H,,,,,,,,,11:37,2.9 m,H,,,,,,,,,06:33,1.6 m,L,,,,,,,,,07:11,1.8 m,L
,,,,,,,11:37,1.3 m,L,,,,,,,,,13:33,0.8 m,L,,,,,,,,,20:01,2.1 m,H,,,,,,,,,14:35,0.5 m,L,,,,,,,,,15:07,0.7 m,L,,,,,,,,,16:01,1.2 m,L,,,,,,,,,16:20,1.5 m,L,,,,,,,,,17:18,1.2 m,L,,,,,,,,,18:00,0.8 m,L,,,,,,,,,18:01,0.5 m,L,,,,,,,,,12:05,3.2 m,H,,,,,,,,,12:39,3.2 m,H
,,,,,,,17:46,2.2 m,H,,,,,,,,,21:45,2.3 m,H,,,,,,,,,23:33,1.9 m,L,,,,,,,,,21:41,2.5 m,H,,,,,,,,,21:18,2.6 m,H,,,,,,,,,21:39,2.7 m,H,,,,,,,,,22:09,2.7 m,H,,,,,,,,,23:16,2.8 m,H,,,17,6.56 am,7.03 pm,8.21 am,8.40 pm,0.02,00:01,2.9 m,H,,,17,6.48 am,6.53 pm,8.33 am,8.53 pm,0.04,00:22,2.9 m,H,,,,,,,,,18:45,0.3 m,L,,,,,,,,,19:30,0.3 m,L
,,,,,,,23:15,1.5 m,L,,,17,7.17 am,7.21 pm,4.04 am,4.29 pm,0.19,01:52,1.9 m,L,,,17,7.11 am,7.17 pm,2.54 am,3.18 pm,0.33,05:16,2.4 m,H,,,17,7.01 am,7.09 pm,4.31 am,4.53 pm,0.16,03:18,1.4 m,L,,,17,6.56 am,7.07 pm,4.48 am,5.12 pm,0.1,03:35,0.8 m,L,,,17,7.00 am,7.12 pm,5.58 am,6.29 pm,0.02,04:28,0.3 m,L,,,17,7.06 am,7.17 pm,6.32 am,7.02 pm,0.01,04:50,0.3 m,L,,,17,7.05 am,7.14 pm,7.39 am,8.02 pm,0,05:50,0.3 m,L,,,,,,,,,06:30,0.6 m,L,,,,,,,,,06:26,1.0 m,L,,,17,6.48 am,6.52 pm,10.13 am,10.36 pm,0.12,02:11,2.8 m,H,,,17,7.00 am,7.02 pm,11.01 am,11.23 pm,0.17,03:03,2.9 m,H
,17,7.13 am,7.17 pm,2.20 am,2.41 pm,0.34,06:05,2.7 m,H,,,,,,,,,07:37,2.6 m,H,,,,,,,,,13:18,0.7 m,L,,,,,,,,,08:56,2.6 m,H,,,,,,,,,09:39,2.6 m,H,,,,,,,,,11:30,2.5 m,H,,,,,,,,,12:09,2.4 m,H,,,,,,,,,12:35,2.5 m,H,,,,,,,,,12:20,2.7 m,H,,,,,,,,,12:03,3.0 m,H,,,,,,,,,07:13,1.7 m,L,,,,,,,,,08:01,1.8 m,L
,,,,,,,12:54,1.1 m,L,,,,,,,,,14:48,0.6 m,L,,,,,,,,,21:33,2.3 m,H,,,,,,,,,15:35,0.4 m,L,,,,,,,,,15:54,0.8 m,L,,,,,,,,,16:41,1.3 m,L,,,,,,,,,16:58,1.4 m,L,,,,,,,,,17:50,1.1 m,L,,,,,,,,,18:31,0.7 m,L,,,,,,,,,18:31,0.4 m,L,,,,,,,,,12:43,3.1 m,H,,,,,,,,,13:28,3.2 m,H
,,,,,,,19:48,2.2 m,H,,,,,,,,,22:43,2.5 m,H,,,18,7.10 am,7.16 pm,3.56 am,4.19 pm,0.22,02:07,1.9 m,L,,,,,,,,,22:13,2.6 m,H,,,,,,,,,21:45,2.7 m,H,,,,,,,,,22:18,2.8 m,H,,,,,,,,,22:48,2.7 m,H,,,,,,,,,23:48,2.8 m,H,,,18,6.56 am,7.03 pm,9.03 am,9.22 pm,0.06,00:33,2.9 m,H,,,18,6.48 am,6.53 pm,9.25 am,9.45 pm,0.09,01:01,2.8 m,H,,,,,,,,,19:30,0.3 m,L,,,,,,,,,20:26,0.4 m,L
,18,7.14 am,7.17 pm,3.14 am,3.37 pm,0.24,00:41,1.7 m,L,,,18,7.17 am,7.21 pm,5.09 am,5.34 pm,0.1,03:30,1.9 m,L,,,,,,,,,07:37,2.4 m,H,,,18,7.00 am,7.09 pm,5.20 am,5.42 pm,0.08,04:01,1.1 m,L,,,18,6.56 am,7.07 pm,5.34 am,6.00 pm,0.05,04:15,0.6 m,L,,,18,7.00 am,7.12 pm,6.51 am,7.23 pm,0,05:03,0.2 m,L,,,18,7.06 am,7.17 pm,7.23 am,7.52 pm,0,05:26,0.3 m,L,,,18,7.04 am,7.14 pm,8.21 am,8.42 pm,0.02,06:24,0.3 m,L,,,,,,,,,06:56,0.7 m,L,,,,,,,,,06:54,1.2 m,L,,,18,6.49 am,6.52 pm,11.14 am,11.36 pm,0.21,03:01,2.7 m,H,,,18,7.00 am,7.03 pm,11.53 am,NIL,0.27,03:50,2.8 m,H
,,,,,,,07:03,2.7 m,H,,,,,,,,,09:07,2.7 m,H,,,,,,,,,14:48,0.5 m,L,,,,,,,,,09:50,2.8 m,H,,,,,,,,,10:35,2.7 m,H,,,,,,,,,12:15,2.5 m,H,,,,,,,,,12:41,2.4 m,H,,,,,,,,,12:54,2.5 m,H,,,,,,,,,12:43,2.8 m,H,,,,,,,,,12:31,3.0 m,H,,,,,,,,,07:56,1.8 m,L,,,,,,,,,08:54,1.8 m,L
,,,,,,,14:03,0.9 m,L,,,,,,,,,15:52,0.4 m,L,,,,,,,,,22:22,2.5 m,H,,,,,,,,,16:22,0.4 m,L,,,,,,,,,16:35,0.9 m,L,,,,,,,,,17:16,1.4 m,L,,,,,,,,,17:33,1.4 m,L,,,,,,,,,18:24,1.0 m,L,,,,,,,,,19:01,0.6 m,L,,,,,,,,,19:03,0.4 m,L,,,,,,,,,13:24,3.1 m,H,,,,,,,,,14:22,3.1 m,H
,,,,,,,21:41,2.4 m,H,,,,,,,,,23:28,2.7 m,H,,,19,7.10 am,7.16 pm,4.54 am,5.17 pm,0.13,03:33,1.7 m,L,,,,,,,,,22:35,2.7 m,H,,,,,,,,,22:13,2.8 m,H,,,,,,,,,22:56,2.8 m,H,,,,,,,,,23:26,2.8 m,H,,,19,7.04 am,7.13 pm,9.01 am,9.21 pm,0.05,00:18,2.9 m,H,,,19,6.56 am,7.02 pm,9.48 am,10.07 pm,0.12,01:07,2.8 m,H,,,19,6.48 am,6.53 pm,10.20 am,10.42 pm,0.15,01:46,2.7 m,H,,,,,,,,,20:24,0.4 m,L,,,,,,,,,21:22,0.6 m,L
,19,7.14 am,7.17 pm,4.14 am,4.38 pm,0.15,02:09,1.8 m,L,,,19,7.17 am,7.21 pm,6.11 am,6.36 pm,0.04,04:28,1.7 m,L,,,,,,,,,09:05,2.6 m,H,,,19,7.00 am,7.09 pm,6.07 am,6.30 pm,0.03,04:39,0.8 m,L,,,19,6.56 am,7.07 pm,6.22 am,6.51 pm,0.01,04:50,0.4 m,L,,,19,7.00 am,7.12 pm,7.44 am,8.16 pm,0,05:39,0.2 m,L,,,19,7.06 am,7.17 pm,8.11 am,8.38 pm,0.01,06:03,0.3 m,L,,,,,,,,,06:56,0.4 m,L,,,,,,,,,07:20,0.8 m,L,,,,,,,,,07:22,1.3 m,L,,,19,6.49 am,6.52 pm,12.11 pm,NIL,0.3,04:00,2.6 m,H,,,19,7.01 am,7.03 pm,12.42 pm,12.14 am,0.38,04:37,2.8 m,H
,,,,,,,08:05,2.8 m,H,,,,,,,,,10:03,3.0 m,H,,,,,,,,,15:52,0.4 m,L,,,,,,,,,10:37,3.0 m,H,,,,,,,,,11:26,2.7 m,H,,,,,,,,,12:54,2.5 m,H,,,,,,,,,13:09,2.4 m,H,,,,,,,,,13:13,2.6 m,H,,,,,,,,,13:09,2.8 m,H,,,,,,,,,13:03,3.0 m,H,,,,,,,,,08:46,1.9 m,L,,,,,,,,,09:50,1.7 m,L
,,,,,,,15:01,0.6 m,L,,,,,,,,,16:46,0.2 m,L,,,,,,,,,22:58,2.7 m,H,,,,,,,,,17:03,0.5 m,L,,,,,,,,,17:13,1.0 m,L,,,,,,,,,17:54,1.4 m,L,,,,,,,,,18:09,1.3 m,L,,,,,,,,,19:00,0.9 m,L,,,,,,,,,19:33,0.5 m,L,,,,,,,,,19:39,0.4 m,L,,,,,,,,,14:15,2.9 m,H,,,,,,,,,15:22,2.9 m,H
,,,,,,,22:45,2.6 m,H,,,20,7.17 am,7.21 pm,7.10 am,7.33 pm,0.01,00:05,2.8 m,H,,,20,7.10 am,7.16 pm,5.49 am,6.12 pm,0.06,04:20,1.4 m,L,,,,,,,,,22:56,2.8 m,H,,,,,,,,,22:43,2.9 m,H,,,,,,,,,23:35,2.8 m,H,,,20,7.06 am,7.17 pm,8.57 am,9.21 pm,0.03,00:01,2.8 m,H,,,20,7.04 am,7.13 pm,9.41 am,10.00 pm,0.09,00:50,2.9 m,H,,,20,6.55 am,7.02 pm,10.36 am,10.56 pm,0.19,01:45,2.7 m,H,,,20,6.48 am,6.52 pm,11.19 am,11.42 pm,0.24,02:41,2.6 m,H,,,,,,,,,21:30,0.6 m,L,,,,,,,,,22:20,0.8 m,L
,20,7.14 am,7.18 pm,5.19 am,5.44 pm,0.07,03:20,1.9 m,L,,,,,,,,,05:13,1.5 m,L,,,,,,,,,10:00,2.9 m,H,,,20,7.00 am,7.09 pm,6.54 am,7.19 pm,0,05:15,0.5 m,L,,,20,6.56 am,7.07 pm,7.13 am,7.43 pm,0,05:24,0.2 m,L,,,20,7.01 am,7.13 pm,8.37 am,9.07 pm,0.02,06:16,0.2 m,L,,,,,,,,,06:41,0.3 m,L,,,,,,,,,07:26,0.4 m,L,,,,,,,,,07:43,1.0 m,L,,,,,,,,,07:54,1.5 m,L,,,20,6.49 am,6.52 pm,1.05 pm,12.33 am,0.41,05:05,2.5 m,H,,,20,7.01 am,7.04 pm,1.28 pm,1.03 am,0.49,05:24,2.7 m,H
,,,,,,,09:07,2.9 m,H,,,,,,,,,10:52,3.2 m,H,,,,,,,,,16:41,0.3 m,L,,,,,,,,,11:24,3.0 m,H,,,,,,,,,12:16,2.7 m,H,,,,,,,,,13:31,2.5 m,H,,,,,,,,,13:37,2.4 m,H,,,,,,,,,13:33,2.6 m,H,,,,,,,,,13:35,2.8 m,H,,,,,,,,,13:37,2.9 m,H,,,,,,,,,09:56,1.9 m,L,,,,,,,,,10:56,1.6 m,L
,,,,,,,15:52,0.4 m,L,,,,,,,,,17:37,0.1 m,L,,,,,,,,,23:26,2.8 m,H,,,,,,,,,17:45,0.6 m,L,,,,,,,,,17:48,1.1 m,L,,,,,,,,,18:30,1.4 m,L,,,,,,,,,18:45,1.2 m,L,,,,,,,,,19:31,0.8 m,L,,,,,,,,,20:05,0.5 m,L,,,,,,,,,20:26,0.5 m,L,,,,,,,,,15:20,2.8 m,H,,,,,,,,,16:39,2.7 m,H
,,,,,,,23:35,2.8 m,H,,,21,7.16 am,7.21 pm,8.04 am,8.27 pm,0,00:37,2.9 m,H,,,21,7.09 am,7.16 pm,6.41 am,7.03 pm,0.02,05:00,1.1 m,L,,,,,,,,,23:20,2.9 m,H,,,,,,,,,23:15,2.9 m,H,,,21,7.01 am,7.13 pm,9.28 am,9.56 pm,0.06,00:13,2.8 m,H,,,21,7.06 am,7.17 pm,9.40 am,10.02 pm,0.08,00:35,2.8 m,H,,,21,7.04 am,7.13 pm,10.22 am,10.40 pm,0.16,01:24,2.8 m,H,,,21,6.55 am,7.02 pm,11.28 am,11.49 pm,0.28,02:28,2.5 m,H,,,21,6.48 am,6.52 pm,12.19 pm,NIL,0.34,03:48,2.4 m,H,,,,,,,,,22:43,0.7 m,L,,,,,,,,,23:24,1.0 m,L
,21,7.15 am,7.18 pm,6.26 am,6.52 pm,0.02,04:20,1.8 m,L,,,,,,,,,05:56,1.3 m,L,,,,,,,,,10:46,3.1 m,H,,,21,6.59 am,7.08 pm,7.42 am,8.09 pm,0,05:50,0.4 m,L,,,21,6.56 am,7.07 pm,8.06 am,8.37 pm,0.01,06:00,0.2 m,L,,,,,,,,,06:56,0.2 m,L,,,,,,,,,07:20,0.3 m,L,,,,,,,,,07:52,0.5 m,L,,,,,,,,,08:09,1.1 m,L,,,,,,,,,08:33,1.7 m,L,,,21,6.49 am,6.52 pm,1.55 pm,1.26 am,0.53,06:16,2.5 m,H,,,21,7.02 am,7.04 pm,2.15 pm,1.51 am,0.6,06:13,2.7 m,H
,,,,,,,10:01,3.1 m,H,,,,,,,,,11:39,3.3 m,H,,,,,,,,,17:26,0.2 m,L,,,,,,,,,12:13,3.0 m,H,,,,,,,,,13:03,2.7 m,H,,,,,,,,,14:09,2.4 m,H,,,,,,,,,14:05,2.4 m,H,,,,,,,,,13:58,2.6 m,H,,,,,,,,,14:05,2.8 m,H,,,,,,,,,14:16,2.8 m,H,,,,,,,,,11:20,1.9 m,L,,,,,,,,,12:15,1.5 m,L
,,,,,,,16:43,0.2 m,L,,,,,,,,,18:26,0.1 m,L,,,,,,,,,23:46,2.8 m,H,,,,,,,,,18:24,0.8 m,L,,,,,,,,,18:24,1.3 m,L,,,,,,,,,19:05,1.4 m,L,,,,,,,,,19:20,1.2 m,L,,,,,,,,,20:05,0.8 m,L,,,,,,,,,20:45,0.5 m,L,,,,,,,,,21:28,0.6 m,L,,,,,,,,,16:48,2.6 m,H,,,,,,,,,18:15,2.6 m,H
,22,7.15 am,7.18 pm,7.31 am,7.56 pm,0,00:22,2.9 m,H,,,22,7.16 am,7.21 pm,8.55 am,9.18 pm,0.03,01:05,2.9 m,H,,,22,7.09 am,7.15 pm,7.30 am,7.53 pm,0,05:37,0.9 m,L,,,,,,,,,23:50,2.9 m,H,,,,,,,,,23:50,2.9 m,H,,,22,7.01 am,7.13 pm,10.15 am,10.41 pm,0.11,00:48,2.8 m,H,,,22,7.06 am,7.17 pm,10.21 am,10.42 pm,0.13,01:09,2.8 m,H,,,22,7.04 am,7.13 pm,11.04 am,11.23 pm,0.24,01:58,2.7 m,H,,,22,6.55 am,7.01 pm,12.25 pm,NIL,0.38,03:28,2.3 m,H,,,22,6.47 am,6.52 pm,1.19 pm,12.42 am,0.45,05:11,2.3 m,H,,,22,6.50 am,6.53 pm,2.43 pm,2.17 am,0.64,00:03,0.9 m,L,,,22,7.02 am,7.05 pm,3.02 pm,2.39 am,0.71,00:35,1.3 m,L
,,,,,,,05:13,1.7 m,L,,,,,,,,,06:37,1.1 m,L,,,,,,,,,11:31,3.2 m,H,,,22,6.59 am,7.08 pm,8.32 am,9.01 pm,0.03,06:26,0.2 m,L,,,22,6.56 am,7.07 pm,8.59 am,9.31 pm,0.04,06:35,0.2 m,L,,,,,,,,,07:37,0.3 m,L,,,,,,,,,07:56,0.4 m,L,,,,,,,,,08:15,0.7 m,L,,,,,,,,,08:39,1.4 m,L,,,,,,,,,09:31,1.8 m,L,,,,,,,,,07:18,2.6 m,H,,,,,,,,,07:00,2.8 m,H
